0,56527
1,56527
2,56527
3,56527
4,56527
5,56527
6,56527
7,56527
8,56527
9,56527
10,56527
11,56527
12,56527
13,56527
14,56527
15,56527
16,56527
17,56527
18,56527
19,56527
20,56527
21,56527
22,56527
23,56527
24,56527
25,56527
26,56527
27,56527
28,56527
29,56527
30,56527
31,56527
32,56527
33,56527
34,56527
35,56527
36,56527
37,56527
38,56527
39,56527
40,56527
41,56527
42,56527
43,56527
44,56527
45,56527
46,56527
47,56527
48,56527
49,56527
50,56527
51,56527
52,56527
53,56527
54,56527
55,56527
56,56527
57,56527
58,56527
59,56527
60,56527
61,56527
62,56527
63,56527
64,56527
65,56527
66,56527
67,56527
68,56527
69,56527
70,56527
71,56527
72,56527
73,56527
74,56527
75,56527
76,56527
77,56527
78,56527
79,56527
80,56527
81,56527
82,56527
83,56527
84,56527
85,56527
86,56527
87,56527
88,56527
89,56527
90,56527
91,56527
92,56527
93,56527
94,56527
95,56527
96,56527
97,56527
98,56527
99,56527
100,56527
101,56527
102,56527
103,56527
104,56527
105,56527
106,56527
107,56527
108,56527
109,56527
110,56527
111,56527
112,56527
113,56527
114,56527
115,56527
116,56527
117,56527
118,56527
119,56527
120,56527
121,56527
122,56527
123,56527
124,56527
125,56527
126,56527
127,56527
128,56527
129,56527
130,56527
131,56527
132,56527
133,56527
134,56527
135,56527
136,56527
137,56527
138,56527
139,56527
140,56527
141,56527
142,56527
143,56527
144,56527
145,56527
146,56527
147,56527
148,56527
149,56527
150,56527
151,56527
152,56527
153,56527
154,56527
155,56527
156,56527
157,56527
158,56527
159,56527
160,56527
161,56527
162,56527
163,56527
164,56527
165,56527
166,56527
167,56527
168,56527
169,56527
170,56527
171,56527
172,56527
173,56527
174,56527
175,56527
176,56527
177,56527
178,56527
179,56527
180,56527
181,56527
182,56527
183,56527
184,56527
185,56527
186,56527
187,56527
188,56527
189,56527
190,56527
191,56527
192,56527
193,56527
194,56527
195,56527
196,56527
197,56527
198,56527
199,56527
200,56527
201,56527
202,56527
203,56527
204,56527
205,56527
206,56527
207,56527
208,56527
209,56527
210,56527
211,56527
212,56527
213,56527
214,56527
215,56527
216,56527
217,56527
218,56527
219,56527
220,56527
221,56527
222,56527
